Indicador,Indicador (descrição),Temas,Regionalizado por,Responsável,Interessado,Variável,Variável (descrição),Fonte checada,Forma de obtenção
532,03.03.03 Percentual de pessoas vivendo com HIV diagnosticadas e em tratamento com carga viral indetectável (%),"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0801,Número de pessoas em TARV ,SMS,Envio da Secretaria
532,03.03.03 Percentual de pessoas vivendo com HIV diagnosticadas e em tratamento com carga viral indetectável (%),"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0553,"Número de pessoas em TARV, há mais de 6 meses",SMS,Envio da Secretaria
533,03.03.04 Proporção de contatos examinados de casos novos de tuberculose pulmonar com confirmação laboratorial (%),"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0554,Número de contatos identificados de pacientes com tuberculose,SINAN,Envio da secretaria
533,03.03.04 Proporção de contatos examinados de casos novos de tuberculose pulmonar com confirmação laboratorial (%),"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0555,Número de contatos examinados de pacientes com tuberculose,SMS,Envio da secretaria
534,03.05.01 Média mensal de atendimentos nos Centros de Atenção Psicossocial (CAPS) Álcool e Drogas da Rede Municipal,"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0557,Número de atendimentos nos Centros de Atenção Psicossocial (CAPS) Álcool e Drogas da Rede Municipal,SIASUS,DATASUS
536,08.08.04 Número de notificações de doenças relacionadas ao trabalho,"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0559,Número de notificações de doenças relacionadas ao trabalho no município,SINAN,Envio da secretaria
537,08.08.05 Número de notificações de doenças relacionadas ao trabalho de mulheres,"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0560,Número de notificações de doenças relacionadas ao trabalho em mulheres,SINAN,Envio da secretaria
538,08.08.06 Número de notificações de doenças relacionadas ao trabalho de pessoas pretas ou pardas,"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0561,Número de notificações de doenças relacionadas ao trabalho de pessoas pretas ou pardas no município,SINAN,Envio da Secretaria
539,08.08.01 Número de notificações de acidentes de trabalho,"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0562,Número de notificações de acidentes de trabalho,SINAN,Envio da secretaria
544,03.0d.01 Proporção de casos de doenças de notificação compulsória imediata (DNCI) encerrados em até 60 dias após a notificação (%),"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0568,"Número de notificações de Doenças de Notificação Compulsória Imediata (DNCI), residentes do MSP, encerradas em até 60 dias a partir da data da notificação",SINAN,Envio da secretaria
544,03.0d.01 Proporção de casos de doenças de notificação compulsória imediata (DNCI) encerrados em até 60 dias após a notificação (%),"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0569,Número de notificações de Doenças de Notificação Compulsória Imediata (DNCI),SINAN,Envio da secretaria
545,05.06.01 Percentual de nascidos vivos de parturientes adolescentes pretas e pardas (%),"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0570,Número de nascidos vivos de parturientes pretas e pardas,SINASC,Envio da secretaria
545,05.06.01 Percentual de nascidos vivos de parturientes adolescentes pretas e pardas (%),"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0571,Número de nascidos vivos de parturientes pretas e pardas menores de 20 anos de idade,SINASC,Envio da secretaria
546,08.08.03 Número de notificações de acidentes de trabalho de pessoas pretas ou pardas,"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0572,Número de notificações de acidentes de trabalho de pessoas pretas ou pardas,SINAN, Envio da secretaria
547,11.01.08 Total de famílias beneficiárias de Auxílio Aluguel por ano,"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SEHAB,SEHAB,V0574,Número de famílias beneficiárias de Auxílio Aluguel,SEHAB,HABITASAMPA
548,11.01.09 Valores empenhados por ano com atendimento habitacional provisório (Auxílio Aluguel) pela PMSP,"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SEHAB,SEHAB,V0575,Valores empenhados por ano com atendimento habitacional provisório pela PMSP,SEHAB,Envio da Secretaria
549,09.01.01 Média anual de extensão de corredores de ônibus construídos (ao longo do período de vigência dos ODSs) (km),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0576,Média anual de extensão de corredores de ônibus construídos,SMT,Envio da Secretaria
550,"09.01.03 Média anual de extensão de infraestrutura cicloviária (ciclovias, ciclofaixas e ciclorrotas) implantada (ao longo do período de vigência dos ODS) (km)","Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT,SMT,V0577,Média anual de extensão de infraestrutura cicloviária ,SMT,Dados Abertos
551,03.06.11 Estimativa do custo social anual dos acidentes de trânsito (R$),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT,SMT,V0578,Estimativa do custo social anual dos acidentes de trânsito no município ,"IPEA, ANTP, PRF e Detran",RELATÓRIO
552,11.02.04 Índice de Qualidade do Transporte (IQT),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0579,Índice de Qualidade do Transporte (IQT),SPtrans,Site Secretaria
553,09.01.02 Média anual de extensão de faixas exclusivas de ônibus implantadas (ao longo do período de vigência dos ODSs) (km),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0580,Média anual de extensão de faixas exclusivas de ônibus implantadas,SMT,Envio da Secretaria
554,05.01.01 Iniciativas de promoção da inclusão e combate a discriminação contra mulheres reconhecidas pela Prefeitura de São Paulo,"Direitos Humanos e Cidadania, ODS São Paulo",    1 Municipio(s),SMDHC,SMDHC,V0581,Iniciativas reconhecidas - promoção da inclusão e combate à discriminação contra mulheres ,SMDHC,Site Secretaria
555,05.02.02 Número de atendimentos realizados pela Casa da Mulher Brasileira,"Direitos Humanos e Cidadania, ODS São Paulo",    1 Municipio(s),SMDHC,SMDHC,V0582,Número de atendimentos realizados pela Casa da Mulher Brasileira,SMDHC,Envio da Secretaria
556,05.02.07 Número de casos notificados de violência contra mulheres e meninas,"Direitos Humanos e Cidadania, ODS São Paulo",    1 Municipio(s),CAGI,SMSU,V0583,Número de casos notificados de violência contra mulheres e meninas,SSP,Site Secretaria
557,16.01.06 Número de roubos no município,"Direitos Humanos e Cidadania, ODS São Paulo, Segurança e Violência",    1 Municipio(s),CAGI,SMSU,V0233,Registros de roubos,SSP,Site Secretaria
558,10.07.02 Número de atendimentos no Centro de Referência para o Atendimento do Imigrante (CRAI) para regularização migratória,"Direitos Humanos e Cidadania, ODS São Paulo",    1 Municipio(s),SMDHC,SMDHC,V0584,Número de atendimentos no Centro de Referência para atendimento ao imigrante para regularização migratória,SMDHC,Dados Abertos
559,16.01.07 Número de furtos no município,"Direitos Humanos e Cidadania, ODS São Paulo, Segurança e Violência",    1 Municipio(s),CAGI,SMSU,V0234,Registros de furtos,SSP,Site Secretaria
560,16.01.01 Número de Crimes violentos fatais,"Direitos Humanos e Cidadania, ODS São Paulo, Segurança e Violência",    1 Municipio(s),CAGI,SMSU,V0585,Crimes fatais,SSP,SSP Transparência
561,16.01.02 Número de Crimes violentos fatais com vítimas negras,"Direitos Humanos e Cidadania, ODS São Paulo, Segurança e Violência",    1 Municipio(s),CAGI,SMSU,V0586,Crimes fatais - população negra,SSP,SSP Transparência
562,16.01.05 Número de homicídios de homens jovens (de 15 a 29 anos),"Direitos Humanos e Cidadania, ODS São Paulo, Segurança e Violência",    1 Municipio(s),CAGI,SMSU,V0588,Número de homicídios de homens jovens,SSP,SSP Transparência
563,16.02.04 Número de Crianças e Adolescentes vítimas de violência sexual,"Direitos Humanos e Cidadania, ODS São Paulo, Segurança e Violência",    1 Municipio(s),CAGI,SMSU,V0589,Número de Crianças e adolescentes que sofreram violência sexual,SSP,Site Secretaria
564,16.03.03 Número de Denúncias de Violações de Direitos Humanos recebidas pela Ouvidoria de Direitos Humanos,"Direitos Humanos e Cidadania, ODS São Paulo, Segurança e Violência",    1 Municipio(s),SMDHC,SMDHC,V0590,Número de Denúncias de Violações de Direitos Humanos recebidas pela Ouvidoria de Direitos Humanos,SMDHC,Envio da Secretaria
565,10.01.02 Renda média por pessoa do município de São Paulo (R$),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SF,SF,V0591,Média da renda da população do município de São Paulo,IBGE,Envio da secretaria
566,16.0a.03 Número de Mulheres atendidas pela Ronda Guardiã Maria da Penha,"ODS São Paulo, Segurança e Violência",    1 Municipio(s),SMSU,SMSU,V0594,Número de Mulheres atendidas pela Ronda Guardiã Maria da Penha ,SMSU,Envio da Secretaria
567,16.0a.01 Número de câmeras inseridas no Projeto City Câmeras,"ODS São Paulo, Segurança e Violência",    1 Municipio(s),SMSU,SMSU,V0595,"Número de câmeras inseridas no projeto ""city câmeras""",SMSU,Site Secretaria
568,16.0a.04 Número de registros de ocorrências criminais no app SP+Segura,"ODS São Paulo, Segurança e Violência",    1 Municipio(s),SMSU,SMSU,V0596,Número de registros feitos pelos usuários do app SP+Segura - ocorrências criminais,SMSU,Envio da Secretaria
569,10.01.03 Taxa de variação da renda per capita dos 40% mais pobres da população do município de São Paulo (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SF,SF,V0600,Diferença de renda em relação ao ano anterior - cálculo da taxa de variação,IBGE,Envio da secretaria
569,10.01.03 Taxa de variação da renda per capita dos 40% mais pobres da população do município de São Paulo (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SF,SF,V0601,Renda do ano anterior,IBGE,Envio da secretaria
570,10.01.04 Taxa de variação da renda per capita da população do município de São Paulo (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SF,SF,V0602,Diferença de renda em relação ao ano anterior - cálculo da taxa de variação,IBGE,Envio da secretaria
570,10.01.04 Taxa de variação da renda per capita da população do município de São Paulo (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SF,SF,V0603,Renda do ano anterior,IBGE,Envio da secretaria
571,10.01.05 Percentual da renda média dos 40% mais pobres em relação à renda média geral do município (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SF,SF,V0489,Média da renda dos 40% da população mais pobre do município de São Paulo (último trimestre do ano) (R$),IBGE,Envio da secretaria
571,10.01.05 Percentual da renda média dos 40% mais pobres em relação à renda média geral do município (%),"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SF,SF,V0591,Média da renda da população do município de São Paulo,IBGE,Envio da secretaria
572,04.01.03 Taxa de distorção da idade-ano para o ano no Ensino Fundamental nos anos iniciais (%),"Educação, ODS São Paulo",   85 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SME,SME,V0604,Alunos do Ensino Fundamental da rede municipal de ensino matriculados nas séries iniciais com idade acima da recomendada para a série (idade recomendada +2),SME,Dados Abertos
572,04.01.03 Taxa de distorção da idade-ano para o ano no Ensino Fundamental nos anos iniciais (%),"Educação, ODS São Paulo",   85 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SME,SME,V0605,Matrículas na Rede Municipal do 1º ao 5º Ano,SME/DIE,Dados Abertos
573,04.01.04 Taxa de distorção da idade-ano para o ano no Ensino Fundamental nos anos finais (%),"Educação, ODS São Paulo",   85 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SME,SME,V0607,Alunos do Ensino Fundamental da rede municipal de ensino matriculados nas séries finais com idade acima da recomendada para a série (idade recomendada +2),SME,Dados Abertos
573,04.01.04 Taxa de distorção da idade-ano para o ano no Ensino Fundamental nos anos finais (%),"Educação, ODS São Paulo",   85 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SME,SME,V0608,	Matrículas na Rede Municipal do 6º ao 9º Ano,SME/DIE,Dados Abertos
574,04.07.02 Porcentagem de alunos com educação em tempo integral no Ensino Fundamental  - anos iniciais (%),"Educação, ODS São Paulo, ",    1 Municipio(s),SME,SME,V0609,Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais,SME,Dados Abertos
574,04.07.02 Porcentagem de alunos com educação em tempo integral no Ensino Fundamental  - anos iniciais (%),"Educação, ODS São Paulo, ",    1 Municipio(s),SME,SME,V0605,Matrículas na Rede Municipal do 1º ao 5º Ano,SME/DIE,Dados Abertos
575,04.07.03 Porcentagem de alunos com educação em tempo integral no Ensino Fundamental - anos finais (%),"Educação, ODS São Paulo, ",    1 Municipio(s),SME,SME,V0610,Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais,SME,Dados Abertos
575,04.07.03 Porcentagem de alunos com educação em tempo integral no Ensino Fundamental - anos finais (%),"Educação, ODS São Paulo, ",    1 Municipio(s),SME,SME,V0608,	Matrículas na Rede Municipal do 6º ao 9º Ano,SME/DIE,Dados Abertos
576,04.0a.01 Porcentagem de escolas com recursos para Atendimento Educacional Especializado (%),"Educação, ODS São Paulo",    1 Municipio(s),SME,SME,V0611,Número de escolas públicas municipais,Inep,Inep
576,04.0a.01 Porcentagem de escolas com recursos para Atendimento Educacional Especializado (%),"Educação, ODS São Paulo",    1 Municipio(s),SME,SME,V0612,Escolas públicas com atendimento educacional especializado,Inep,Inep
577,04.0a.02  Escolas com dependências adequadas às pessoas com deficiência (%) ,"Acessibilidade e Pessoa com Deficiência, Educação, ODS São Paulo",   93 Distrito(s)    1 Municipio(s)    3  Subprefeitura(s),SME,SME,V0613,Dependências e vias adequadas a alunos com deficiência ou mobilidade reduzida,Inep,Inep
577,04.0a.02  Escolas com dependências adequadas às pessoas com deficiência (%) ,"Acessibilidade e Pessoa com Deficiência, Educação, ODS São Paulo",   93 Distrito(s)    1 Municipio(s)    3  Subprefeitura(s),SME,SME,V0611,Número de escolas públicas municipais,Inep,Inep
578,04.0c.01 Professores da Rede Pública Municipal com Especialização (%),"Educação, ODS São Paulo",    1 Municipio(s),SME,SME,V0065,Total de professores da rede municipal,SME,Dados Abertos
578,04.0c.01 Professores da Rede Pública Municipal com Especialização (%),"Educação, ODS São Paulo",    1 Municipio(s),SME,SME,V0614,Número de professores da rede pública municipal com especialização,SME,Dados Abertos
579,11.01.10 Tempo médio de permanência em meses no atendimento habitacional provisório dos beneficiários de Auxílio Aluguel que foram reassentados em unidade habitacional (atendimento habitacional definitivo).,"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SEHAB,SEHAB,V0615,Tempo médio de permanência em atendimento habitacional provisório (Auxílio Aluguel),SEHAB,HABITASAMPA
